nazwa,miasto,zdalnie,zarobki_min,zarobki_max
Azure Infrastructure Architect,"Łódź, +2 locations",Tak,27 000,35 000
Java Solution Architect,Kraków,Tak,29 000,34 000
Data and MI Solution Architect,Kraków,Tak,29 000,34 000
Solution Architect,"Poznań, +1 location",Nie,26 500,33 500
Senior Cloud Developer/Architekt,"Warszawa, +4 locations",Tak,20 000,30 000
Mid Cloud Developer/Architekt,"Toruń, +4 locations",Tak,15 000,20 000
IT Architect – Mobility Solutions,Warszawa,Nie,Brak danych,Brak danych
IT Architect – Manufacturing IT,Warszawa,Nie,Brak danych,Brak danych
IS Solution Architect,Kraków,Nie,Brak danych,Brak danych
Technology Specialist - PCD,Kraków,Nie,Brak danych,Brak danych
Platform Engineer - Smart Brewery,Kraków,Nie,Brak danych,Brak danych
Development Operation Engineer,Wrocław,Tak,Brak danych,Brak danych
IT IoT Solution Designer,Warszawa,Nie,Brak danych,Brak danych
Security Architect,Warszawa,Nie,Brak danych,Brak danych
IS Solution Architect,Kraków,Nie,Brak danych,Brak danych
Technology Specialist - PCD,Kraków,Nie,Brak danych,Brak danych
Platform Engineer - Smart Brewery,Kraków,Nie,Brak danych,Brak danych
Development Operation Engineer,Wrocław,Tak,Brak danych,Brak danych
IT IoT Solution Designer,Warszawa,Nie,Brak danych,Brak danych
Security Architect,Warszawa,Nie,Brak danych,Brak danych
Java Systems Architect,Kraków,Tak,25 200,30 240
Senior/Principal(Front-End Architecture),"Barcelona, +4 locations",Tak,Brak danych,Brak danych
Oracle SOA Architect,Warszawa,Tak,25 000,27 000
Lead Platform Architect,Kraków,Tak,Brak danych,Brak danych
Solution Architect for Telecom domain,Warszawa,Tak,25 550,32 520
Architekt systemów informatycznych,Warszawa,Nie,Brak danych,Brak danych
Architekt rozwiązań IT (ERP Egeria),Katowice,Nie,Brak danych,Brak danych
Software Solution Architect,Warszawa,Nie,Brak danych,Brak danych
DevOps Architect,Warszawa,Tak,25 200,32 000
Network Engineer,"Kraków, +2 locations",Nie,10 000,18 000
Architekt Migracji,Warszawa,Tak,28 000,32 000
ServiceNow Platform Architecture & Operations Manager,Warszawa,Nie,Brak danych,Brak danych
Solution Architect,Warszawa,Tak,28 800,32 000
Integration Consultant/Architect,Warszawa,Tak,17 000,19 000
Azure Cloud Architect,Warszawa,Nie,Brak danych,Brak danych
Cloud Architect / Cloud Engineer,Warszawa,Tak,Brak danych,Brak danych
Architekt Chmury,"Sopot, +2 locations",Nie,Brak danych,Brak danych
Architekt ds. Infrastruktury Serwerowej,"Sopot, +2 locations",Nie,Brak danych,Brak danych
IT Solution Architect,Warszawa,Nie,Brak danych,Brak danych
Integration API Manager,Warszawa,Nie,Brak danych,Brak danych
Solution Architect,"Sopot, +2 locations",Nie,Brak danych,Brak danych
Specjalista ds. Integracji Systemów,"Sopot, +2 locations",Nie,Brak danych,Brak danych
Ekspert ds.Aplikacji (obszar e-Commerce),Warszawa,Nie,Brak danych,Brak danych
Architekt Usług Chmurowych,"Gdańsk, +2 locations",Nie,Brak danych,Brak danych
.NET Developer/Architect,Gliwice,Tak,13 500,23 000
Azure Cloud Architect,"Warszawa, +1 location",Tak,30 000,40 000
AWS Cloud Architect,"Warszawa, +1 location",Tak,30 000,34 000
Technical Architect,"Wrocław, +3 locations",Tak,16 000,28 000
Solution Architect (End User Services),Kraków,Nie,29 000,32 000
Big Data Architect (Python),Kraków,Tak,Brak danych,Brak danych
Software Configuration Architect,Kraków,Nie,Brak danych,Brak danych
AUTOSAR Architect,Wrocław,Tak,16 000,22 000
Security/Cybersecurity Architect,"Wrocław, +2 locations",Tak,Brak danych,Brak danych
BI Architect,Warszawa,Tak,Brak danych,Brak danych
Azure Analytics Architect,Warszawa,Tak,Brak danych,Brak danych
Business Intelligence/Power BI Architect,Warszawa,Tak,Brak danych,Brak danych
System Architect (Java),Wrocław,Tak,26 000,30 000
Snowflake Senior Data Engineer,Warszawa,Tak,Brak danych,Brak danych
Snowflake Data Engineer,Warszawa,Tak,Brak danych,Brak danych
Big Data Solution Architect,Warszawa,Tak,Brak danych,Brak danych
From Database- Cloud Developer Architect,Warszawa,Tak,Brak danych,Brak danych
Senior Product Leader/Solution Architect,"Kraków, +1 location",Tak,15 000,25 000
Azure Engineer/Architect,"Poznań, +3 locations",Tak,30 240,39 960
Test Architect,Warszawa,Nie,Brak danych,Brak danych
iOS Developer,Kraków,Tak,13 000,17 500
Backend Developer with Symfony,Kraków,Tak,12 000,18 000
Cloud Solutions Architect,Kraków,Nie,Brak danych,Brak danych
Cloud Engineer (GCP),Warszawa,Tak,15 000,19 000
System Analyst,Warszawa,Nie,6 000,8 000
Cloud Architect,Warszawa,Tak,24 000,26 000
Cloud Cybersecurity Architect,Wrocław,Nie,24 000,26 000
System Architect/Tech Lead,"Warszawa, +3 locations",Nie,Brak danych,Brak danych
AWS Software Engineer / Lead Architect,Gdańsk,Nie,14 000,18 000
DevOps Engineer,Wrocław,Nie,Brak danych,Brak danych
Młodszy Architekt Systemów IT,"Wrocław, +4 locations",Tak,Brak danych,Brak danych
Java Technical Team Leader,Warszawa,Tak,Brak danych,Brak danych
IT Architect,"Vilnius, +2 locations",Tak,Brak danych,Brak danych
Architekt IT,Warszawa,Nie,Brak danych,Brak danych
Power Platform Developer,Gdańsk,Tak,15 000,24 000
Google Cloud Solutions Architect,Warszawa,Tak,25 000,33 000
AWS Data Architect,Wrocław,Tak,Brak danych,Brak danych
Lead UI Developer / Architect,San Francisco,Tak,Brak danych,Brak danych
Connectivity Solution Architect,Kraków,Tak,Brak danych,Brak danych
Solution Architect,Gdańsk,Nie,Brak danych,Brak danych
Senior Linux Specialist,"Katowice, +1 location",Tak,Brak danych,Brak danych
Software Architect (with German),Wrocław,Tak,16 000,23 000
Lead Solution Architect / Integrator,Warszawa,Tak,Brak danych,Brak danych
Senior Full Stack Software Developer,Warszawa,Nie,Brak danych,Brak danych
Cards & Payments Capability Architect,Warszawa,Tak,Brak danych,Brak danych
Mid+/Senior Database and Applications Architect,"Wrocław, +1 location",Tak,16 000,21 000
Senior IT Architect,Wrocław,Tak,18 000,22 000
Cloud Solutions Architect,"Warszawa, +3 locations",Tak,14 000,20 000
Atlassian Platform Architect,Warszawa,Nie,Brak danych,Brak danych
"Software Engineer, Backend",Warszawa,Tak,Brak danych,Brak danych
Software Engineer,Nowy Jork,Tak,Brak danych,Brak danych
Software Architect,"Limerick, +2 locations",Tak,20 900,22 060
Architekt Rozwiązań Infrastrukturalnych,Warszawa,Tak,Brak danych,Brak danych
Cloud Solutions Architect,"Warszawa, +3 locations",Tak,14 000,20 000
Atlassian Platform Architect,Warszawa,Nie,Brak danych,Brak danych
"Software Engineer, Backend",Warszawa,Tak,Brak danych,Brak danych
Software Engineer,Nowy Jork,Tak,Brak danych,Brak danych
Software Architect,"Limerick, +2 locations",Tak,20 900,22 060
Architekt Rozwiązań Infrastrukturalnych,Warszawa,Tak,Brak danych,Brak danych
Solution Architect,Warszawa,Tak,Brak danych,Brak danych
Security Architect,Warszawa,Tak,25 000,30 000
Tech Lead – Architect,"Bielsko-Biała, +4 locations",Tak,24 000,32 500
Senior IT Architect,"Warszawa, +5 locations",Tak,30 000,45 000
Senior DevOps Engineer,"Kraków, +1 location",Tak,18 000,25 000
Analityk - Architekt IT,Grodzisk Mazowiecki,Nie,Brak danych,Brak danych
Cloud Security Architect,"Katowice, +5 locations",Tak,Brak danych,Brak danych
Architekt Rozwiązań IT,Warszawa,Nie,Brak danych,Brak danych
Principal .NET Developer,"Kraków, +2 locations",Tak,26 000,31 000
Senior PHP Developer,"Warszawa, +1 location",Tak,20 000,25 000
Enterprise Architect,Warszawa,Tak,24 360,28 560
Senior Game Artist - Casual Games,Paryż,Tak,Brak danych,Brak danych
Software Architect - fully remote,"Kraków, +3 locations",Tak,30 000,34 000
Solution Architect,Wrocław,Tak,22 500,24 000
Azure Platform Architect,Warszawa,Tak,Brak danych,Brak danych
Solution Architect,Wrocław,Nie,Brak danych,Brak danych
Cloud Solution Architect with .Net,Wrocław,Tak,Brak danych,Brak danych
Lead Solution Architect,Wrocław,Tak,Brak danych,Brak danych
Security Architect,Wrocław,Nie,Brak danych,Brak danych
Identity and Access Management Architect,Warszawa,Tak,Brak danych,Brak danych
Cloud Solutions Architect,"Kraków, +2 locations",Nie,22 100,35 700
Azure IT Architect,"Wrocław, +2 locations",Nie,18 000,26 000
Senior Systems Architect BI-DWH,Łódź,Tak,13 000,20 000
Kafka Integration Architect,Warszawa,Tak,Brak danych,Brak danych
IoT Solution Architect (Cloud),"Kraków, +2 locations",Tak,Brak danych,Brak danych
Architekt Aplikacji IT,Toruń,Tak,Brak danych,Brak danych
Ms Dynamics 365 Technical Lead/Architect,Warszawa,Nie,10 000,16 000
Architect,Gdańsk,Tak,Brak danych,Brak danych
Front End Architect (Angular),"Kraków, +2 locations",Tak,32 000,42 000
Tech Innovation Architect,Szczecin,Tak,Brak danych,Brak danych
Solution Architect,Warszawa,Tak,Brak danych,Brak danych
Technical Architect,Wrocław,Nie,Brak danych,Brak danych
Frontend Developer/Architect,Warszawa,Tak,19 000,26 000
Solution Architect (Backend PHP/Laravel),Warszawa,Tak,13 000,25 000
