nazwa,miasto,zdalnie,zarobki_min,zarobki_max
Senior Security Engineer in SOC T2,"Bydgoszcz, +2 locations",Tak,Brak danych,Brak danych
Security Architect,"Warszawa, +1 location",Tak,Brak danych,Brak danych
Mł. Specjalista ds. Bezpieczeństwa IT,Warszawa,Nie,Brak danych,Brak danych
Product Security Engineer,"Warszawa, +2 locations",Tak,20 000,28 000
UTF Security Specialist,"Wrocław, +2 locations",Nie,Brak danych,Brak danych
Junior Pentester,Warszawa,Nie,5 000,7 000
Vulnerability Manager,Łódź,Nie,13 300,24 000
Specjalista ds. bezpieczeństwa IT,"Kraków, +1 location",Tak,10 000,14 000
Junior Security Analyst (SOC L1),Warszawa,Tak,5 000,7 000
SOC Analyst,Wrocław,Tak,25 200,30 000
"Director, ICS Technical Controls Testing","Warszawa, +2 locations",Tak,Brak danych,Brak danych
System Admin-Cybersecurity & Automation,"Bydgoszcz, +2 locations",Tak,Brak danych,Brak danych
Information Security Analyst CSIRT,"Bydgoszcz, +2 locations",Tak,Brak danych,Brak danych
Security Engineer,Kraków,Nie,Brak danych,Brak danych
Junior Security Officer,Kraków,Nie,Brak danych,Brak danych
ITS Security Controls & Risk Analyst,Warszawa,Nie,Brak danych,Brak danych
IT Security Consultant (SOAR Siemplify),Warszawa,Nie,25 872,29 232
Technology Specialist - Security,Kraków,Nie,Brak danych,Brak danych
SOC Engineer,Warszawa,Nie,Brak danych,Brak danych
Security Engineer - PPTM,Bydgoszcz,Tak,Brak danych,Brak danych
Threat Intelligence (TI) Analyst,Bydgoszcz,Tak,Brak danych,Brak danych
Specjalista ds. Bezpieczeństwa IT,"Sopot, +2 locations",Nie,Brak danych,Brak danych
Cloud Infrastructure Security Engineer,Warszawa,Tak,18 000,24 000
Security Penetration Testing QA,Warszawa,Tak,38 000,44 000
Infrastructure Security Engineer,"Гданьск, +18 locations",Tak,13 000,18 000
Functional Safety Academy - Trainee,Szczecin,Nie,Brak danych,Brak danych
Junior Security Analyst (Vulnerability),Warszawa,Tak,Brak danych,Brak danych
IT Security Specialist,Warszawa,Nie,Brak danych,Brak danych
Senior Cloud Security Engineer,"London, +18 locations",Tak,32 940,47 520
Praktyki w Dep. Global IT - Bezp. Infor.,Warszawa,Nie,3 200,3 500
Praktyki w Dep. Global IT Security Team,Warszawa,Nie,3 200,3 500
IT Security Specialist,Warszawa,Nie,Brak danych,Brak danych
Senior Cloud Security Engineer,"London, +18 locations",Tak,32 940,47 520
Praktyki w Dep. Global IT - Bezp. Infor.,Warszawa,Nie,3 200,3 500
Praktyki w Dep. Global IT Security Team,Warszawa,Nie,3 200,3 500
Cyber Security Engineer,"Katowice, +18 locations",Tak,Brak danych,Brak danych
Cloud & Network Security Architect,Warszawa,Nie,21 840,38 640
Cyber Defence Architect,Warszawa,Nie,21 840,38 640
Cybersecurity Analyst with German,Warszawa,Tak,9 500,19 000
Junior Cybersecurity with German,Warszawa,Tak,4 000,8 000
Junior Cyber Threat Analyst,Warszawa,Nie,13 000,15 000
Global System Engineer (Security),Katowice,Nie,Brak danych,Brak danych
IT Quality and Security Expert,Katowice,Nie,Brak danych,Brak danych
Mł. specjalista ds. bezpieczeństwa IT,Sopot,Nie,6 000,9 000
IT Security Engineer,"Wrocław, +4 locations",Tak,Brak danych,Brak danych
Mł. / Inżynier ds. bezpieczeństwa,Warszawa,Tak,12 000,20 000
Specjalista ds. bezpieczeństwa informacji,Sopot,Nie,Brak danych,Brak danych
Software Security Architect,Oslo,Tak,Brak danych,Brak danych
Senior Security Officer (DevSecOps),"Gdynia, +1 location",Nie,Brak danych,Brak danych
Lead Security Engineer,Warszawa,Nie,Brak danych,Brak danych
Security Generalist,Warszawa,Tak,Brak danych,Brak danych
Cybersecurity Consultant,Warsaw,Tak,Brak danych,Brak danych
IAM Security Consultant,Warszawa,Tak,Brak danych,Brak danych
Cybersecurity Engineer (WAF),Warszawa,Nie,Brak danych,Brak danych
Senior Security Architect (DevSecOps),Warszawa,Nie,Brak danych,Brak danych
IT Security Expert,Gdynia,Nie,Brak danych,Brak danych
Junior Information Security Officer,Wrocław,Nie,Brak danych,Brak danych
Senior Cyber Security Engineer,"Gdańsk, +1 location",Tak,Brak danych,Brak danych
Security Architect,Kraków,Tak,11 000,20 000
Junior SecOps Specialist,Warszawa,Nie,5 500,8 800
Business Applications Security Engineer - Inżynier ds. Bezpieczeństwa IT (aplikacje biznesowe),Warszawa,Nie,10 000,14 000
Junior Network Security Engineer,Gdańsk,Nie,Brak danych,Brak danych
